settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,scottish_transfer,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow,viking_flow,greenlink_flow
2024-01-06,45,29526,30988,26825,874,6488,0,16734,0,2,283,1499,-4,691,-438,-418,904,748,747,250,0
2024-05-08,25,22183,23470,19850,972,6562,9879,17193,0,10,341,1005,991,673,-250,-527,657,1397,996,915,0
2024-08-14,44,26375,29051,24794,1679,6622,0,17193,0,10,3266,995,542,-936,-214,252,-1016,1397,680,0,0
2024-04-11,26,26920,28136,25103,2534,6562,5814,17104,0,11,3641,1004,991,549,-281,-424,919,1398,997,0,0
2024-10-09,2,21194,22862,19957,1954,6622,0,17194,0,564,3903,998,-1,964,-75,-528,999,1397,0,979,0
2024-05-15,38,28543,30479,25912,815,6562,1800,17193,0,8,404,1004,992,-1015,-399,-14,345,1399,995,1423,0
2024-10-01,25,30734,32226,28477,3069,6622,2372,17194,0,9,2854,999,-1,1050,-452,-530,1019,1397,0,1425,0
2024-12-04,9,24825,28811,22545,1033,6622,0,17194,0,832,1153,13,48,-660,-450,-512,-616,1383,0,-316,0
2024-04-23,42,32272,34738,29621,1215,6562,0,17143,0,11,570,1005,989,-325,-303,-528,465,1397,992,-799,0
2024-03-31,40,27741,28752,25519,2064,6562,0,17099,0,7,1271,1495,992,820,-337,-167,915,1399,998,781,0
2024-09-02,24,30256,31383,27366,641,6622,1743,16396,0,14,110,1705,992,1059,-451,-162,1019,1397,851,697,0
2024-11-20,43,37307,38485,34311,1830,6622,0,17194,0,13,1643,1849,946,667,-298,-267,943,1397,0,940,0
2024-02-16,43,30952,32546,28089,619,6562,0,16887,0,9,-580,2000,-3,1055,-451,-531,1001,1399,997,1406,0
2024-11-22,17,37784,40108,34400,2593,6622,314,17194,0,10,679,897,868,-112,-425,-367,446,1277,0,-810,0
2024-11-18,40,38422,39100,34721,1098,6622,0,17194,0,10,746,2002,992,953,-68,44,950,1397,0,1411,0
2024-09-01,18,20423,23780,18747,1768,6622,1739,16398,0,857,2828,1365,-10,-1012,-451,-527,605,1397,505,981,0
2024-01-02,38,36581,38173,33718,2421,6488,0,16727,0,8,1011,2000,-4,944,-450,-530,1019,1392,997,0,0
2024-06-06,5,19755,22203,18310,1079,6562,0,17193,0,131,1964,2004,992,-938,-351,-528,913,1398,996,241,0
2024-06-21,33,21444,23784,19503,2589,6562,6152,17193,0,5,3222,2006,991,-1014,-451,-331,-39,1397,993,0,0
2024-05-15,40,28717,31208,26157,667,6562,632,17193,0,6,522,1005,992,-1016,-452,-201,-316,1399,997,1401,0
2024-05-11,47,21311,22912,19537,1429,6562,0,17193,0,58,1333,631,881,-477,-394,-131,550,1399,997,-41,0
2024-08-03,12,18056,20368,16647,878,6563,14,17193,0,7,444,1369,991,0,-302,-481,999,1399,996,-1022,0
2024-10-07,47,23560,24495,21371,812,6622,0,17194,0,9,309,999,-1,1050,-193,-232,999,1399,0,977,0
2024-12-02,2,23614,25114,21496,2180,6622,0,17194,0,900,2172,1119,924,861,153,63,880,698,0,1421,0
2024-03-27,29,29322,30881,26109,3196,6562,4719,17092,0,252,2197,1999,992,606,-450,-257,851,1399,997,994,0
2024-02-04,28,28507,29301,26371,4573,6562,1630,16852,0,16,5355,1615,-4,1054,-174,0,999,833,998,0,0
2024-07-28,43,25113,26571,23089,905,6563,0,17193,0,14,1120,1260,992,0,-452,-492,999,1399,999,888,0
2024-02-14,39,37352,38608,33809,1431,6562,0,16880,0,14,-313,1938,-3,919,-124,-515,813,1338,990,694,0
2024-04-09,45,26856,28340,24846,3013,6562,0,17104,0,2,2755,886,984,334,-451,-531,561,1003,996,0,0
2024-04-30,25,22766,24522,20837,3816,6562,8566,17143,0,275,2533,949,889,1004,-451,-530,1010,1397,997,1417,0
2024-03-20,36,34664,36745,31260,536,6562,166,17074,0,0,-623,997,992,399,-451,-531,-136,1398,999,-363,0
2024-11-12,47,26399,28186,24134,1039,6622,0,17194,0,11,1432,1970,484,95,-452,-462,136,1397,0,-262,0
2024-04-09,42,30464,31950,28200,3611,6562,0,17104,0,3,3587,1003,992,359,-452,-531,1019,1397,997,0,0
2024-03-01,30,32047,32887,29512,2728,6562,3999,16994,0,7,2019,2000,-1,-231,65,0,634,1397,998,-1,0
2024-06-08,17,20481,21972,19264,2330,6562,2869,17193,0,14,2748,1981,946,629,-451,-526,835,143,960,790,0
2024-02-05,41,32428,33189,30131,4298,6562,0,16855,0,8,5126,1993,-4,1055,-149,0,1016,1352,860,0,0
2024-10-06,9,17859,21227,16318,2301,6622,0,17194,0,887,2576,677,-1,-420,-250,-527,13,1035,0,-783,0
2024-08-23,15,21463,23314,19541,3906,6622,618,17193,0,124,589,1417,-2,-9,-369,-529,435,647,812,-318,0
2024-03-15,26,28189,29668,25736,3246,6562,4342,17064,0,3,3005,1998,992,1003,-450,-426,999,1398,997,810,0
2024-12-04,6,26102,29279,23930,1391,6622,0,17194,0,805,1842,457,77,-459,-450,-530,-331,1397,0,-2,0
2024-09-23,6,18798,21369,16916,698,6622,0,17194,0,566,-340,999,-1,-551,-380,-180,999,1399,997,-393,0
2024-09-09,32,23635,25388,21349,2493,6622,4561,16396,0,8,2172,901,-1,459,-252,-112,925,1397,801,-880,0
2024-04-17,15,27832,30853,25632,2595,6562,1288,17143,0,4,3262,411,518,-1004,-425,0,-749,882,880,-339,0
2024-06-13,47,21649,25621,20036,3215,6562,0,17193,0,8,2431,2007,-1,-1008,-357,-528,-488,1091,996,-1082,0
2024-03-13,30,30788,32377,28845,4183,6562,1841,17022,0,8,3270,2001,992,322,-450,-531,547,312,997,485,0
2024-08-18,18,18166,21264,16727,2105,6622,2978,17193,0,578,3167,1998,992,-1010,-357,-442,-211,423,882,0,0
2024-11-16,5,22027,24153,21057,2459,6622,0,17194,0,588,4014,20,-5,364,-402,-531,270,1397,0,1424,0
2024-06-15,44,24469,25959,22204,1116,6562,0,17193,0,12,-175,1202,992,993,-451,-527,999,1399,997,1423,0
2024-09-09,9,16861,20636,15571,2181,6622,0,16396,0,694,2704,2005,-1,-1040,-301,-154,515,1398,997,-1085,0
2024-11-12,42,34413,37203,31306,1046,6622,0,17194,0,13,1077,2003,489,-107,-452,-530,714,1397,0,-1088,0
2024-03-10,3,23077,25844,21479,2724,6562,0,17012,0,1223,4273,1486,661,863,-413,-531,461,454,581,801,0
2024-03-24,13,18958,23071,17502,3516,6562,80,17082,0,1133,4203,-200,312,86,-350,-432,372,-614,791,-784,0
2024-03-06,35,36212,37728,33236,1329,6562,365,17004,0,5,3082,1035,25,-313,400,227,-95,894,-208,-295,0
2024-02-14,16,31264,31910,28078,1651,6562,5,16880,0,28,-304,645,-4,286,0,-14,620,974,901,175,0
2024-10-12,23,27180,27693,25215,2172,6622,2637,17194,0,12,4007,999,-1,816,9,0,1019,1397,0,1422,0
2024-06-05,15,23395,24888,21944,2309,6562,2469,17193,0,10,2867,1636,991,432,-452,-531,761,1397,997,1411,0
2024-08-18,42,25158,27724,23063,1110,6622,0,17193,0,10,1766,1905,978,-986,-452,-527,182,1399,979,-91,0
2024-05-01,19,28922,30409,26119,516,6562,3898,17193,0,4,368,1004,991,502,-452,-531,1018,1397,996,1418,0
2024-11-23,26,34158,35341,31242,5223,6622,258,17194,0,8,2431,1002,992,1003,-451,-124,1019,1397,0,1421,0
2024-11-10,11,20340,22458,18526,680,6622,0,17194,0,568,1507,2006,489,-146,-341,-334,-36,1397,0,-93,0
2024-08-18,47,20703,22851,18998,930,6622,0,17193,0,5,1354,1981,985,-712,-405,-526,578,1399,968,79,0
2024-05-15,24,25051,26544,22589,1034,6562,6877,17193,0,8,-851,1000,992,1002,-451,0,-534,1399,997,793,0
2024-03-21,47,22765,26642,21470,3087,6562,0,17077,0,696,5261,1604,909,-954,-408,-519,-700,664,811,724,0
2024-03-24,20,21717,24493,19432,3271,6562,6441,17082,0,12,3230,1353,440,1004,-450,-531,632,-382,416,-801,0
2024-07-18,16,25643,26420,23308,1039,6562,2591,17193,0,16,2372,1715,872,0,-68,-193,430,1397,850,634,0
2024-07-25,36,29139,29722,26704,1582,6563,1616,17193,0,8,535,1257,991,0,-28,0,816,1398,998,-47,0
2024-04-30,1,20660,23094,19101,2647,6562,0,17143,0,12,1927,1001,981,-940,-452,-530,237,1399,996,673,0
2024-12-03,3,26310,28084,23917,629,6622,0,17194,0,331,-510,1981,989,1002,-450,-393,986,1398,0,1421,0
2024-02-26,12,23214,25227,21189,2824,6562,0,16930,0,68,2716,-397,102,-456,131,0,275,-3,266,-489,0
2024-04-25,38,33828,36556,30903,815,6562,641,17143,0,6,-173,1006,991,-591,-452,-383,306,1397,996,-796,0
2024-05-11,9,18195,19108,16598,468,6562,0,17193,0,7,-638,1004,991,-105,-301,0,999,1399,996,69,0
2024-08-10,35,21016,22628,19946,2315,6563,4266,17193,0,135,3150,927,799,0,-451,-526,271,1398,901,0,0
2024-07-14,10,16756,18982,15347,919,6562,0,17193,0,907,379,1024,793,1,-291,-528,0,1397,970,49,0
2024-12-04,3,26763,29767,24731,1675,6622,0,17194,0,729,2151,283,148,-457,-450,-530,-238,1397,0,26,0
2024-04-10,39,31755,33516,29711,4211,6562,62,17104,0,5,4330,1005,992,-921,-45,0,-290,1397,998,0,0
2024-05-20,22,23500,24988,21054,726,6562,8112,17193,0,7,-1238,1002,991,1002,-452,-529,1019,1398,997,795,0
2024-06-24,4,19647,21362,17961,542,6562,0,17193,0,298,1143,2003,991,-618,-215,-84,820,1399,995,258,0
2024-08-29,11,18423,21330,17117,1164,6622,0,16396,0,16,2688,1004,-2,-835,12,-18,-701,1399,344,-835,0
2024-10-17,4,21897,22810,19886,1067,6622,0,17194,0,6,-30,999,-1,1032,-362,-44,999,0,0,987,0
2024-07-30,19,24132,25621,21862,698,6563,5317,17193,0,9,521,1259,992,0,-452,-528,1018,1397,997,998,0
2024-03-29,8,21780,24492,19458,1524,6562,0,17098,0,1130,-696,1824,699,881,-451,-531,900,1399,996,783,0
2024-03-23,45,24349,26935,22904,4209,6562,0,17081,0,8,5628,1197,597,-358,-450,-198,348,-614,771,-358,0
2024-08-27,27,23177,24943,21568,3806,6622,5756,17193,0,487,3479,352,248,472,-251,-528,811,1397,137,748,0
2024-10-15,37,35135,35641,32481,2698,6622,0,17194,0,4,3302,999,-1,105,-1,0,489,0,0,646,0
2024-11-29,4,24951,26374,23317,3404,6622,0,17194,0,823,3795,1439,286,102,200,504,672,698,0,91,0
2024-05-17,11,19243,21561,17858,675,6562,4,17193,0,638,1359,1005,992,-967,-213,0,458,1399,997,1422,0
2024-07-16,20,27226,28717,24583,905,6562,2699,17193,0,11,-1427,1367,991,0,-451,-529,999,1397,996,988,0
2024-03-10,11,19500,23275,18193,2857,6562,0,17012,0,1482,4332,998,637,961,-400,-531,216,-762,662,754,0
2024-06-24,32,25494,26607,23278,1073,6562,6121,17193,0,8,790,2001,991,983,-351,-254,999,1399,901,795,0
2024-06-16,32,17903,20217,15735,1829,6562,7910,17193,0,550,78,1328,812,950,-451,-528,441,1399,996,-285,0
2024-10-14,33,33260,34720,30533,731,6622,1378,17196,0,0,1703,1000,-1,910,-428,-531,997,0,0,984,0
2024-05-21,26,26146,27632,23703,510,6562,5466,17193,0,7,-844,1002,991,954,-452,-527,1019,1397,996,1421,0
2024-04-04,9,21432,23732,19617,1418,6562,0,17101,0,693,1915,1495,992,109,-401,-531,999,765,996,-175,0
2024-08-05,31,23644,25132,21888,2995,6563,5114,17193,0,10,2812,1259,993,0,-451,-527,1000,1398,805,0,0
2024-07-12,48,21667,23136,19750,660,6562,0,17193,0,14,-552,1236,987,0,-428,-527,997,1399,998,987,0
2024-03-19,38,36192,37774,32856,408,6562,0,17070,0,0,128,900,944,352,-451,-531,505,1399,845,103,0
2024-10-01,11,19940,22489,18433,2262,6622,0,17194,0,577,2113,944,-1,-539,-401,-531,492,1398,0,1386,0
2024-08-23,29,17360,19736,16151,4012,6622,9299,17193,0,786,3213,130,-1,1018,-451,-527,343,326,-111,879,0
2024-02-21,3,23861,24477,21932,1833,6562,0,16920,0,11,3537,352,-5,554,213,116,253,1399,999,1142,0
2024-05-04,43,25986,28564,23470,451,6562,0,17193,0,3,-1140,1006,992,262,-452,-530,569,1398,995,-1093,0
2024-09-17,31,22019,23472,19434,783,6622,8006,17194,0,10,-1195,998,-1,991,-452,-490,889,1398,996,861,0
2024-07-30,28,21070,22564,19214,1028,6563,10554,17193,0,15,1177,1258,992,1,-452,-527,1019,1398,998,992,0
2024-01-21,18,26266,26887,24571,3890,6488,185,16769,0,18,4930,1461,-3,611,399,347,427,529,521,929,0
2024-07-03,39,26609,28213,25209,3009,6562,1478,17193,0,8,3647,1004,-1,1,399,154,509,1397,997,-1095,0
2024-11-10,19,27727,29958,25408,840,6622,630,17194,0,11,1496,1993,489,197,-451,-462,1010,1397,0,-707,0
2024-02-01,46,26693,27763,25119,3366,6562,0,16848,0,12,5000,175,-4,105,-49,0,-254,1397,-151,1330,0
2024-06-01,30,19127,20711,17458,1514,6562,6490,17193,0,10,-564,1427,992,1003,-452,-527,-95,1399,704,806,0
2024-10-23,34,31752,33265,29409,1902,6622,1006,17194,0,13,3929,1001,-1,-470,400,43,999,0,0,-529,0
2024-05-27,15,18063,20551,15985,1133,6562,2099,17193,0,91,-757,1062,992,-225,-451,-529,957,1399,997,-692,0
2024-11-15,24,32956,36254,30631,1555,6622,3041,17194,0,12,2581,-830,-107,-589,-452,-530,-178,1397,0,788,0
2024-06-27,44,23712,26598,22473,3690,6562,0,17193,0,7,4160,1142,480,-982,296,18,-305,697,605,-1092,0
2024-04-24,8,21402,24714,19579,1238,6562,0,17143,0,895,506,1004,992,-326,-300,-495,982,148,995,-796,0
2024-08-23,10,16977,20132,15289,3257,6622,0,17193,0,793,120,685,-1,-362,-309,-404,-299,26,879,-487,0
2024-11-07,7,21734,23709,19857,1107,6622,0,17194,0,844,2575,2005,-4,-527,396,35,91,997,0,0,0
2024-01-04,26,37192,38778,34074,778,6488,1491,16731,0,4,798,1999,-4,117,-450,-528,909,1398,845,311,0
2024-04-24,42,32092,34618,29627,890,6562,0,17143,0,6,1181,729,922,-286,-451,-530,395,1397,994,-753,0
2024-04-26,46,26709,28564,24216,609,6562,0,17143,0,7,-1111,983,873,-191,-452,-529,574,1399,874,-176,0
2024-04-06,20,21831,25480,20178,4663,6562,3071,17104,0,640,4198,1329,882,992,-450,-289,527,-1240,997,-530,0
2024-08-17,29,18119,20274,16612,1825,6622,6809,17193,0,676,1843,1332,992,934,-452,-527,1001,1348,460,0,0
2024-05-29,14,21606,23780,19682,1516,6562,1180,17193,0,13,-606,169,991,-706,-426,-529,68,1316,281,765,0
2024-04-07,29,19496,22603,18156,5496,6562,6240,17104,0,554,4337,394,-83,997,-436,-44,947,-1240,-10,-240,0
2024-06-24,17,25958,27449,23675,554,6562,3801,17193,0,9,654,2004,991,1002,-452,-530,802,1397,996,990,0
2024-01-23,16,34934,36041,32242,2704,6488,0,16774,0,11,4850,779,-1,-495,395,135,225,1397,895,1397,0
2024-08-04,9,17105,18269,15688,606,6563,0,17193,0,69,16,1368,992,1,-300,-295,998,1399,997,82,0
2024-01-08,22,41015,42327,37202,1612,6488,1123,16737,0,8,-505,299,-4,355,-451,-246,306,-3,188,0,0
2024-03-17,37,32934,34245,30093,1363,6562,2,17065,0,4,2150,1999,992,708,-283,-424,881,1397,997,1113,0
2024-08-17,32,19083,20633,17239,1844,6622,5354,17193,0,71,1879,1855,799,145,-452,-527,767,1277,468,0,0
2024-04-21,38,29477,30967,26658,690,6562,1389,17143,0,12,-1282,1003,992,877,-451,-527,999,1399,996,730,0
2024-09-02,34,29637,30801,26916,962,6622,1998,16396,0,14,1196,1060,257,-109,-451,-90,404,1397,438,140,0
2024-02-16,45,28183,29782,25536,613,6562,0,16887,0,13,-732,1985,-3,1055,-452,-531,999,1399,998,1407,0
2024-04-22,3,21869,24422,19963,451,6562,0,17143,0,58,-736,758,868,-789,-401,-462,776,1399,996,-343,0
2024-07-24,18,25362,26850,23092,479,6563,3538,17193,0,7,575,1370,991,0,-452,-529,721,1397,998,992,0
2024-08-31,32,20415,21880,18596,1939,6622,3947,16396,0,457,1528,1264,800,1016,0,-508,999,1398,631,119,0
2024-05-08,41,28615,32456,26124,861,6562,89,17193,0,6,854,1007,992,-1014,-249,-527,-447,1242,996,-1098,0
2024-05-03,37,29860,31346,27341,1483,6562,1119,17193,0,4,885,1004,992,289,-452,-530,999,1398,995,52,0
2024-03-07,20,34779,36020,31818,2282,6562,2895,17007,0,8,2058,2000,992,1003,-450,-183,914,1397,997,1015,0
2024-05-16,7,19734,21560,18009,319,6562,0,17193,0,409,-686,1004,991,-2,-401,-514,192,1399,996,1423,0
2024-10-30,18,32297,34091,29353,317,6622,612,17194,0,9,316,2004,-1,-200,-452,-531,807,1397,-1,1420,0
2024-01-17,28,40689,42523,36905,1250,6488,2783,16761,0,7,1457,1986,-4,-243,-450,-530,45,416,999,64,0
2024-07-04,1,18774,23623,17861,3077,6562,0,17193,0,809,3639,-646,-1,1,-273,-435,-821,546,-269,-1095,0
2024-06-15,33,20726,22074,18430,1703,6562,4955,17193,0,122,-1082,765,992,1002,-452,-274,999,1399,998,792,0
2024-10-16,37,36220,37712,33045,1090,6622,0,17194,0,10,904,936,-1,1030,-452,-529,641,0,0,1424,0
2024-07-17,19,24850,26340,22423,530,6562,5806,17193,0,9,141,1092,991,0,-451,-530,939,1397,996,1139,0
2024-01-06,12,22661,24201,20772,947,6488,0,16734,0,618,1010,1715,-4,491,-281,-37,954,999,997,650,0
2024-07-28,46,22839,24326,21015,998,6563,0,17193,0,15,855,1259,992,0,-453,-519,999,1399,999,880,0
2024-07-17,13,21227,22428,19428,543,6562,592,17193,0,15,216,999,508,0,-381,-305,20,1399,627,1051,0
2024-11-06,27,34888,35873,31862,681,6622,944,17194,0,8,1561,2007,-3,-374,0,0,75,997,0,0,0
2024-08-02,21,23880,24388,22257,1722,6563,5875,17193,0,8,3630,1369,992,0,0,0,1017,1397,997,972,0
2024-06-19,34,23650,25135,21676,1419,6562,6049,17193,0,7,1375,2004,991,1003,-451,-527,170,1399,996,0,0
2024-01-04,7,22456,25149,20736,1766,6488,0,16731,0,1486,2365,1282,-5,-104,-450,-48,953,1251,997,572,0
2024-09-23,36,33134,36030,29873,1036,6622,171,17194,0,5,254,999,-1,-332,-452,-515,0,1397,997,-1091,0
2024-09-04,3,20152,23125,18396,566,6622,0,16396,0,244,988,717,251,-875,-221,0,-153,1399,507,-980,0
2024-07-07,5,17970,19927,16486,999,6562,0,17193,0,659,-273,1186,870,0,-271,-527,802,1398,997,43,0
2024-01-08,16,36704,39715,33332,1180,6488,0,16737,0,6,96,-852,-4,-226,-294,-9,-397,25,-388,-235,0
2024-05-07,41,29513,32288,26755,472,6562,99,17193,0,4,-1597,1005,992,-549,-250,-527,740,929,996,-945,0
2024-11-03,38,35132,36722,31797,491,6622,0,17194,0,6,-232,2003,-1,776,-452,-531,999,1397,0,990,0
2024-10-04,43,28569,29676,26686,2187,6622,0,17194,0,8,4199,121,-1,-147,-252,-199,301,1397,0,70,0
2024-11-01,30,32750,34343,30009,711,6622,552,17194,0,11,324,2004,-1,332,-452,-529,859,1397,0,1423,0
2024-04-02,29,28842,30280,25912,1207,6562,4121,17101,0,4,174,1004,991,1004,-451,-483,999,1399,997,807,0
2024-03-10,33,32772,34364,30190,2440,6562,442,17012,0,11,4120,1999,992,1004,-450,-531,971,1397,997,1343,0
2024-02-05,18,32405,33021,29982,4333,6562,605,16855,0,12,4944,1309,-4,849,262,99,516,1397,927,0,0
2024-01-22,27,32651,33913,30308,5313,6488,4323,16772,0,7,4958,1982,-1,1004,-450,-204,999,1397,991,1394,0
2024-05-08,29,21168,22453,19147,1142,6562,9264,17193,0,8,679,1006,991,505,-249,-528,361,1397,996,811,0
2024-02-19,37,37952,39544,34856,1664,6562,0,16890,0,7,4256,1725,-3,404,-451,-531,470,1363,949,781,0
2024-09-17,44,27269,28756,24718,875,6622,0,17194,0,8,-986,998,-1,859,-451,-527,968,1399,995,866,0
2024-03-13,47,24329,26145,22433,2512,6562,0,17022,0,234,2374,1438,777,643,-451,-531,375,1398,767,1284,0
2024-02-13,32,37108,38715,34134,1690,6562,393,16877,0,23,1804,2001,-3,738,-450,-531,999,647,975,516,0
2024-03-17,31,26671,27896,24132,1582,6562,3909,17065,0,7,1147,2000,992,990,-339,-279,999,1399,997,778,0
2024-05-10,30,20779,21984,18675,784,6562,8991,17193,0,6,-390,1007,991,512,-250,-449,999,1399,994,482,0
2024-01-24,19,33300,35186,30992,4967,6488,1291,16778,0,12,4681,1970,-1,-697,-430,-146,1000,1398,991,405,0
2024-07-06,29,18214,20833,16337,2464,6562,7853,17193,0,557,-65,1774,978,0,-350,-530,1000,506,897,-682,0
2024-10-01,36,32902,34393,30335,2965,6622,211,17194,0,9,2384,955,-1,103,-452,-529,500,1397,0,1400,0
2024-05-05,34,25110,26394,22479,571,6562,3230,17193,0,7,-1604,1005,992,1003,-250,-527,940,980,996,788,0
2024-08-13,48,22120,24118,20675,1131,6563,0,17193,0,6,2582,1067,516,-713,-251,-528,71,1397,533,0,0
2024-04-19,1,20696,24754,19563,3317,6562,0,17143,0,853,3822,682,421,-1015,-379,0,-514,545,753,-797,0
2024-09-02,35,30162,33101,27469,984,6622,1581,16396,0,18,1789,1489,539,-838,-452,-164,231,1397,131,-967,0
2024-09-18,42,29196,30682,26552,1506,6622,0,17194,0,7,-554,899,-1,1009,-451,-527,987,1399,946,849,0
2024-02-28,23,35356,36718,33149,2809,6562,2123,16937,0,13,5712,1371,782,955,-451,-298,731,1398,330,368,0
2024-11-05,44,30188,32246,27533,714,6622,0,17194,0,9,792,1235,-4,-235,-434,-304,41,997,0,-472,0
2024-11-17,38,36420,38008,33063,1530,6622,0,17194,0,5,1272,2007,489,1003,-452,-531,231,1397,0,1422,0
2024-07-30,2,21074,23067,19439,673,6563,0,17193,0,76,905,1259,992,0,-361,-526,999,1399,998,-530,0
2024-03-09,27,26144,28273,23704,3677,6562,4463,17011,0,548,4294,2001,992,1004,-450,-531,321,1397,997,775,0
2024-05-16,44,26966,28801,25035,1033,6562,0,17193,0,12,1710,274,483,-948,-113,-262,319,1399,998,1422,0
2024-04-21,32,23192,24679,20463,920,6562,5759,17143,0,9,-1923,657,704,1003,-451,-527,951,1399,996,788,0
2024-03-30,44,26588,27621,24092,913,6562,0,17098,0,8,-919,1495,992,882,-326,-99,918,1399,998,1207,0
2024-11-02,29,29224,31180,27002,1034,6622,541,17194,0,8,2050,2004,-1,-181,-452,-531,631,1397,0,-183,0
2024-03-29,7,22145,24649,19784,1593,6562,0,17098,0,921,-732,1835,719,881,-452,-531,907,1399,996,765,0
2024-08-18,1,19171,21837,17819,1350,6622,0,17193,0,9,2514,1574,447,-1006,-346,-362,-443,1397,626,0,0
2024-07-05,31,23017,24501,21199,1664,6562,5709,17193,0,5,1542,1001,-2,0,-450,-527,999,1398,997,987,0
2024-05-02,32,26157,27736,24608,2595,6562,4120,17193,0,101,2705,1005,991,460,-451,-527,999,1397,996,1416,0
2024-02-23,36,37990,39130,34751,799,6562,0,16927,0,11,1227,440,666,744,-450,-79,422,1397,932,1398,0
2024-02-12,24,29205,30898,26701,2741,6562,7482,16874,0,8,4516,-547,-4,-174,63,0,-312,460,-48,0,0
2024-10-19,21,26059,27548,23801,1145,6622,2610,17194,0,8,1205,999,-1,1059,-452,-528,1019,0,0,1420,0
2024-10-03,12,22045,22697,19881,851,6622,0,17194,0,5,325,999,-1,902,-146,0,999,1397,0,988,0
2024-03-30,23,21061,21667,18794,1182,6562,8282,17098,0,6,765,996,991,956,63,81,487,1399,998,776,0
2024-05-21,25,26259,27744,23764,505,6562,5561,17193,0,7,-978,1002,991,959,-451,-527,1019,1397,997,1421,0
2024-04-02,42,32491,34110,29318,1450,6562,0,17101,0,4,435,1495,991,-332,-451,-332,1019,1398,995,637,0
2024-04-16,38,31283,33900,29212,2418,6562,1266,17143,0,6,4178,1004,991,-1015,-301,0,599,1397,997,-795,0
2024-05-18,13,18929,20250,17223,460,6562,318,17193,0,171,-1124,1004,991,-113,-340,-197,414,1399,996,23,0
2024-04-13,44,24685,26469,23089,3093,6562,0,17104,0,8,4339,953,960,111,-450,-531,242,-295,993,0,0
2024-06-10,35,25309,26912,23180,2835,6562,4863,17193,0,4,2692,1804,-1,-119,-451,-528,903,1397,997,583,0
2024-10-28,43,30440,32032,27772,612,6622,0,17194,0,8,-370,2003,-1,666,-452,-530,960,1398,-1,977,0
2024-06-21,5,19316,20988,17990,1119,6562,0,17193,0,413,2432,1694,852,-759,155,0,173,1399,935,0,0
2024-01-18,13,31816,36238,28886,1330,6488,0,16764,0,13,1660,1545,-4,-274,-450,-273,-322,-1390,870,-1096,0
2024-06-01,26,19654,21421,17802,1495,6562,6683,17193,0,5,-1065,1506,991,198,-452,-527,-283,1398,995,791,0
2024-08-11,9,17158,18903,15814,528,6563,0,17193,0,10,786,1364,992,-421,-307,-507,726,1399,999,0,0
2024-07-08,15,24138,25591,21994,281,6562,2188,17193,0,7,-14,1884,900,0,-436,-510,643,1397,907,269,0
2024-09-01,37,27301,28858,24982,1223,6622,895,16398,0,5,2034,1326,795,-8,-451,-526,-67,1397,166,688,0
2024-03-05,16,34366,35821,31884,1694,6562,398,17000,0,17,4716,1325,511,-105,365,244,-733,1397,283,1415,0
2024-02-29,27,34222,34830,32475,2694,6562,2011,16941,0,8,5863,1999,992,932,209,0,923,35,996,1407,0
2024-03-13,6,20679,24935,19731,3979,6562,0,17022,0,1227,5546,1424,207,-718,332,112,-356,-563,301,-792,0
2024-07-17,42,27624,28646,25395,771,6562,87,17193,0,2,1874,889,358,1,-451,-33,-36,1399,230,551,0
2024-05-09,4,20537,24224,18867,846,6562,0,17193,0,297,1135,1006,991,-1015,-249,-529,549,1392,995,-1097,0
2024-04-05,3,20753,23399,19047,3413,6562,0,17104,0,714,2915,1038,426,-524,-269,0,-207,-160,997,-272,0
2024-06-30,37,25048,26449,22739,1111,6562,1940,17193,0,15,1166,1702,991,646,-359,-527,896,1399,996,685,0
