settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,scottish_transfer,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow,viking_flow,greenlink_flow
2024-04-23,37,31559,33597,28982,1716,6562,1866,17143,0,10,883,1005,991,-119,-183,-426,187,1397,996,-800,0
2024-02-13,25,36829,38421,34203,2062,6562,2022,16877,0,8,3141,2002,-3,1052,-450,-531,999,1356,997,893,0
2024-05-09,28,20594,21877,18352,641,6562,10652,17193,0,7,-233,1005,992,1003,-249,-527,1019,1397,995,793,0
2024-07-09,15,24465,26001,22519,2031,6562,606,17193,0,11,768,1927,919,0,-405,-456,592,1397,948,-164,0
2024-01-30,2,24470,27283,22226,2033,6488,0,16791,0,1282,1945,1340,-4,176,-450,-477,844,1398,722,510,0
2024-06-28,15,20337,24454,19414,4045,6562,1855,17193,0,289,3841,-32,-128,-1015,-450,-520,-75,667,-12,-1096,0
2024-06-14,45,24784,26319,22583,748,6562,0,17193,0,10,-70,2007,-1,-96,-451,-477,556,1399,856,775,0
2024-11-01,13,22801,24779,21249,1445,6622,0,17194,0,611,2683,2003,-1,105,-370,-396,982,1397,0,1422,0
2024-02-12,6,23241,25700,21464,1495,6562,0,16874,0,1450,2396,1713,-4,443,-359,-46,787,1398,898,627,0
2024-01-29,7,22634,24221,20496,810,6488,0,16788,0,34,1760,2002,-4,502,-420,-529,999,1398,998,782,0
2024-07-07,8,17116,19436,15721,928,6562,0,17193,0,654,-78,1140,863,0,-246,-528,802,1398,997,-392,0
2024-07-17,30,23206,24037,21073,770,6562,7390,17193,0,8,441,1093,991,0,-320,-3,999,1398,996,1000,0
2024-01-21,47,23922,25428,21952,5369,6488,0,16769,0,903,2783,1033,-3,209,332,437,524,1342,998,485,0
2024-01-08,44,33972,36352,31016,1886,6488,0,16737,0,8,884,-859,-4,795,-450,-24,-138,384,-297,179,0
2024-03-02,1,26325,27204,24418,1058,6562,0,16994,0,12,2117,1995,-1,1052,-119,-147,999,1399,996,842,0
2024-09-16,25,23079,24413,20579,378,6622,9644,17194,0,11,-1040,787,-1,720,-452,-370,811,1397,997,423,0
2024-01-20,26,33967,34577,31796,4323,6488,1618,16769,0,7,5445,1507,-3,896,17,7,268,1367,207,729,0
2024-04-03,14,24576,26939,22650,2307,6562,1,17101,0,9,2925,1498,992,-454,-429,-203,124,779,997,-768,0
2024-11-16,46,25306,26840,23565,2354,6622,0,17194,0,12,3155,710,-84,138,-307,-531,757,1397,0,1421,0
2024-03-17,42,30144,31404,27394,1426,6562,0,17065,0,7,2108,1942,944,913,-287,-366,1019,1399,997,1391,0
2024-05-15,3,19799,21459,18103,955,6562,0,17193,0,77,-205,1005,992,-278,-381,0,-424,1399,997,1419,0
2024-02-24,38,36689,38275,33379,245,6562,0,16927,0,3,-590,1999,992,1052,-452,-531,1019,1399,996,786,0
2024-01-12,15,34354,37748,31104,696,6488,0,16752,0,20,494,-467,-4,-3,-391,-278,-313,2,-799,-519,0
2024-12-01,16,22479,24567,20855,3425,6622,0,17194,0,287,3711,1131,182,-518,-450,0,-98,698,0,-135,0
2024-06-20,35,25379,27381,22917,770,6562,5140,17193,0,7,623,2004,991,-716,-293,-486,403,1399,980,0,0
2024-03-14,44,28568,29612,26001,2654,6562,0,17026,0,28,1880,1999,992,1004,-62,-354,999,1397,996,1411,0
2024-02-06,21,32639,33887,30369,4591,6562,1149,16857,0,14,4463,1850,-4,1004,-450,-180,933,1397,997,0,0
2024-07-17,33,24424,25308,22220,793,6562,6115,17193,0,8,686,1093,991,1,-333,-43,800,1399,996,1421,0
2024-05-25,12,18359,19425,16720,479,6562,223,17193,0,9,46,1867,992,195,-331,-226,131,1399,928,104,0
2024-08-29,40,28400,32574,26274,1230,6622,45,16396,0,8,2744,1366,-2,-1022,0,-527,-1021,1399,425,-1094,0
2024-01-28,15,22183,25360,21009,3464,6488,0,16785,0,1078,5785,-323,-4,-934,400,504,-74,242,-164,313,0
2024-01-07,6,24148,26589,21972,789,6488,0,16734,0,856,-597,1498,-4,881,-450,-531,925,1334,996,690,0
2024-10-07,24,27171,28371,24267,1350,6622,5968,17194,0,11,374,999,-1,1036,-268,-420,1019,1397,0,1422,0
2024-04-23,14,26797,30002,24496,965,6562,385,17143,0,5,1392,472,433,-1010,30,191,-894,1130,70,-796,0
2024-04-09,19,30359,30994,28010,3517,6562,1981,17104,0,7,2956,1004,992,922,-128,0,999,1397,996,0,0
2024-07-05,32,23782,25263,21899,1574,6562,5102,17193,0,3,1398,1000,23,0,-450,-528,999,1398,997,998,0
2024-04-05,43,27204,27705,25233,2939,6562,0,17104,0,1,3640,1489,992,413,50,0,371,646,997,1125,0
2024-09-13,47,22351,23470,20882,1212,6622,0,16396,0,14,2490,999,-1,-298,-306,0,998,1398,997,1405,0
2024-05-03,26,29803,31215,27599,1937,6562,3050,17193,0,11,1580,1004,991,957,-371,-530,1019,1397,995,1416,0
2024-02-06,40,35778,37370,32480,2006,6562,0,16857,0,7,1682,1999,-4,1054,-450,-531,1019,1398,997,0,0
2024-08-22,26,24498,26443,23218,4266,6622,4045,17193,0,13,3670,1443,-1,683,-452,-529,1018,-431,354,-19,0
2024-09-04,48,21030,21718,19255,970,6622,0,16396,0,13,2008,1483,782,-140,-35,3,186,1398,570,722,0
2024-06-12,10,19650,21864,17817,475,6562,0,17193,0,120,-47,2008,-1,-665,-422,-506,307,1398,998,1372,0
2024-07-21,9,16922,19374,15840,1333,6563,0,17193,0,697,1566,2003,992,0,-371,-174,704,1397,996,-710,0
2024-06-14,13,20899,23781,19062,1853,6562,585,17193,0,47,1404,2007,-1,-688,-359,-531,188,1351,997,-756,0
2024-01-25,11,23426,24626,21665,1613,6488,0,16780,0,102,4110,1717,-1,-497,400,480,131,1399,554,1026,0
2024-07-31,46,25684,27267,23354,515,6563,0,17193,0,8,-305,1258,798,0,-381,-526,74,1399,648,-168,0
2024-04-02,4,22134,24198,20515,1119,6562,0,17101,0,623,2003,1338,924,447,-410,-531,999,1398,997,479,0
2024-10-13,9,19252,21719,17761,2203,6622,0,17194,0,836,2131,412,-1,-268,-332,-530,790,723,0,502,0
2024-11-24,33,33251,33851,31488,5226,6622,0,17194,0,0,4491,1002,992,895,188,0,999,1347,0,990,0
2024-04-01,10,19315,21456,18004,1721,6562,0,17101,0,689,2193,907,610,103,-329,-32,537,-88,998,-503,0
2024-11-25,28,30914,32495,28771,4986,6622,3360,17194,0,8,3213,535,604,987,-451,-522,967,698,0,1409,0
2024-01-20,3,25792,28383,24447,3734,6488,0,16769,0,163,4155,-773,-3,1018,399,504,-1012,1397,-40,1156,0
2024-11-04,34,37243,39454,33636,394,6622,0,17194,0,4,440,2004,-4,-276,-288,-344,805,1397,0,-695,0
2024-04-09,37,29862,31396,27713,4798,6562,1808,17104,0,2,4451,1004,992,-260,-452,-320,667,892,997,0,0
2024-11-14,1,24747,25945,22623,1036,6622,0,17194,0,11,1678,1731,312,632,-452,-135,313,1397,0,1423,0
2024-08-09,28,17802,20978,16635,4185,6563,10137,17193,0,936,3378,-593,-277,0,-252,-527,203,-91,112,0,0
2024-04-19,32,23627,25492,21702,3389,6562,6293,17143,0,322,2204,1003,991,1003,-450,-467,999,73,996,-126,0
2024-04-04,47,23573,24586,21599,2866,6562,0,17101,0,5,2075,1453,992,492,-236,-171,789,741,997,-101,0
2024-08-21,17,24501,25992,22640,2466,6622,2902,17193,0,10,2171,1004,584,629,-451,-530,247,1019,602,1390,0
2024-08-01,20,25529,27016,22889,305,6563,4845,17193,0,8,250,1258,992,0,-451,-528,467,1398,998,987,0
2024-09-11,5,18255,22930,17271,2881,6622,0,16396,0,862,3409,996,-1,-1054,-331,-453,-426,1397,731,-1048,0
2024-09-29,36,30121,31530,27575,3184,6622,245,17194,0,2,3391,998,-1,-445,348,386,999,1397,0,-461,0
2024-11-18,16,34287,36625,31027,762,6622,31,17194,0,4,864,-283,-390,139,-452,-531,-78,1397,0,698,0
2024-01-09,37,43213,46718,39288,2173,6488,0,16740,0,6,128,-1332,-4,976,-450,-242,414,-5,-383,-483,0
2024-07-15,26,27308,28796,24827,538,6562,4482,17193,0,10,-150,2003,991,1,-451,-527,1019,1397,996,990,0
2024-08-15,10,16866,20691,16189,2430,6622,0,17193,0,990,3280,158,596,-1014,-300,103,-1021,73,900,0,0
2024-06-15,8,18621,20274,16851,738,6562,0,17193,0,357,-776,2007,-1,1003,-309,-486,312,1399,997,790,0
2024-11-28,27,37496,38105,33927,1427,6622,3615,17194,0,9,2912,1002,861,1003,200,0,945,698,0,699,0
2024-08-29,8,18313,20128,17042,1145,6622,0,16396,0,295,2547,1234,-2,-641,-249,-20,196,1399,433,-108,0
2024-09-03,34,27537,30098,24995,930,6622,3174,16396,0,9,1341,1105,663,-681,-258,0,-17,1397,221,-1096,0
2024-07-13,42,25442,26932,23300,861,6562,78,17193,0,12,571,1840,991,0,-451,-527,891,1397,994,909,0
2024-05-22,22,28704,29570,26094,1401,6562,2302,17193,0,8,421,714,991,1002,-358,0,806,1398,997,1423,0
2024-03-15,48,25190,26779,22759,872,6562,0,17065,0,7,928,2000,992,1003,-451,-531,999,1398,997,1359,0
2024-07-28,40,25019,26510,22977,816,6563,844,17193,0,11,950,1260,992,0,-453,-527,999,1399,999,1154,0
2024-02-21,24,33644,34257,31600,5047,6562,968,16920,0,9,5807,1736,-4,1053,163,0,910,1398,972,1407,0
2024-11-18,20,37206,38800,33493,507,6622,2045,17194,0,11,-109,1796,848,0,-452,-531,496,1397,0,698,0
2024-08-18,37,23372,26834,21472,2051,6622,2135,17193,0,9,2170,2004,992,-905,-452,-527,455,1347,996,-1069,0
2024-01-02,37,37716,39306,34775,2426,6488,0,16727,0,6,775,2001,-4,945,-450,-530,1019,1393,998,0,0
2024-01-26,10,19373,23356,18218,5064,6488,0,16784,0,1312,5307,78,-3,-929,205,0,-229,-330,554,-580,0
2024-05-16,20,27605,29070,25016,447,6562,3171,17193,0,4,-566,1004,992,110,-452,-509,235,1398,997,1408,0
2024-07-31,9,19584,22657,17640,471,6563,0,17193,0,635,-176,1258,992,0,-372,-527,947,1399,997,-1039,0
2024-01-30,11,22092,24822,19892,2056,6488,0,16791,0,925,1074,-280,-4,0,-450,-471,35,789,52,754,0
2024-04-11,27,26497,27535,24639,2546,6562,6282,17104,0,12,3583,1004,992,8,-281,-245,865,1397,997,0,0
2024-08-29,36,26098,28518,23967,1887,6622,3000,16396,0,10,2975,-455,-2,647,0,-425,274,1398,2,-1028,0
2024-07-30,46,25167,27036,22834,597,6563,0,17193,0,10,-187,819,863,0,-452,-526,405,1399,824,-381,0
2024-10-23,37,35091,36424,32625,2055,6622,101,17194,0,6,4589,1001,-1,-386,400,368,359,0,0,-440,0
2024-06-23,13,17071,18673,15747,626,6562,687,17193,0,356,939,1665,879,948,-251,-495,480,1399,905,0,0
2024-07-18,24,21584,22979,19477,1642,6562,9446,17193,0,8,1631,1253,991,0,-360,-527,1019,1397,996,698,0
2024-05-07,8,19117,21740,17216,569,6562,0,17193,0,910,-233,1006,991,-426,-250,-529,157,1397,995,-8,0
2024-03-27,20,28822,30453,26100,3393,6562,5181,17092,0,12,3183,1078,840,103,-451,-368,-200,1398,998,1402,0
2024-01-04,33,38978,41477,35624,714,6488,0,16731,0,5,1621,1999,-4,-803,-450,-529,1018,1320,997,-108,0
2024-05-11,48,20508,22723,18764,1449,6562,0,17193,0,288,1452,605,871,-548,-379,-428,541,1399,997,-72,0
2024-07-16,16,25507,27007,23214,827,6562,1291,17193,0,20,-1140,1367,991,0,-452,-528,969,1397,903,147,0
2024-08-03,48,20633,22109,18864,723,6563,0,17193,0,9,-197,1367,992,0,-233,-526,999,1399,997,-208,0
2024-01-23,31,35656,36652,33404,5215,6488,141,16774,0,5,5312,1755,-1,-390,20,0,304,1356,870,771,0
2024-05-05,22,20326,21613,17757,500,6562,7245,17193,0,7,-1883,1005,991,1003,-250,-530,1019,980,995,788,0
2024-01-21,46,25471,26352,23404,5323,6488,0,16769,0,278,2573,1370,-3,720,400,427,900,1395,998,1049,0
2024-05-01,20,28420,29910,25618,537,6562,4749,17193,0,7,344,1004,992,502,-452,-531,1019,1397,996,1418,0
2024-05-12,40,25616,27103,23606,1201,6562,432,17193,0,5,1711,0,-4,275,-451,-527,999,1399,999,1423,0
2024-09-16,26,22696,24057,20248,390,6622,9745,17194,0,11,-988,779,-1,711,-452,-397,806,1397,997,416,0
2024-06-09,47,21189,22393,19429,1279,6562,0,17193,0,16,1806,2003,992,337,-227,-461,840,1398,996,1410,0
2024-04-16,21,27983,28942,25507,3630,6562,5310,17143,0,9,2302,1003,991,1003,-450,0,999,557,997,0,0
2024-06-21,1,20915,22351,19371,970,6562,0,17193,0,62,1950,1603,799,-874,20,0,248,1399,799,0,0
2024-08-23,20,20758,23207,19264,4504,6622,6037,17193,0,775,2454,705,-1,791,-451,-529,986,507,515,-193,0
2024-07-02,28,24447,25603,22388,1723,6562,5424,17193,0,8,2469,1003,-1,0,-119,-528,1019,1397,997,1421,0
2024-09-13,28,22702,24158,20308,730,6622,8157,16396,0,10,595,999,-1,1051,-452,-493,1019,1397,997,1091,0
2024-07-01,6,18249,19819,16720,736,6562,0,17193,0,59,799,1804,992,537,-301,0,607,1399,996,-710,0
2024-03-22,11,19677,24476,18660,2875,6562,0,17081,0,1097,5257,1427,919,-1015,-320,-477,-776,-7,991,-507,0
2024-08-09,13,18390,22625,17692,3087,6563,67,17193,0,771,3707,-144,103,0,-302,-527,-1004,-987,68,0,0
2024-08-08,27,26216,27703,23687,2595,6563,3130,17193,0,8,642,1504,992,0,-452,-527,1019,1397,909,0,0
2024-05-29,19,24803,26265,22379,1640,6562,4964,17193,0,8,-782,1504,992,990,-423,-531,341,27,997,1379,0
2024-10-24,40,33626,35115,30780,2036,6622,0,17194,0,10,1147,1024,-1,1002,-450,-528,999,0,0,1420,0
2024-06-22,11,16968,19003,15662,744,6562,47,17193,0,756,233,1506,992,758,-252,-527,556,1399,996,0,0
2024-08-31,28,19612,21030,17729,1873,6622,6017,16396,0,391,524,456,657,1036,0,-527,1019,1397,994,988,0
2024-01-02,3,20055,25169,19000,3630,6488,0,16727,0,699,4718,490,-4,-732,-330,-144,-397,-1440,994,-768,0
2024-07-11,26,25689,26832,23282,1024,6562,5734,17193,0,14,515,1254,992,0,-99,-530,1019,1397,996,988,0
2024-11-24,34,34156,34756,32225,5229,6622,0,17194,0,0,4297,1002,992,905,58,54,999,1346,0,990,0
2024-05-27,13,17484,20394,15642,1071,6562,684,17193,0,294,-195,2002,992,-584,-322,-441,169,1399,996,-769,0
2024-08-25,40,23148,26210,21467,3636,6622,53,17193,0,8,3353,453,-314,-1003,-260,-366,-305,1397,-306,738,0
2024-06-13,29,26381,27008,24148,3120,6562,3424,17193,0,7,2468,1538,-1,1003,-67,-52,191,1397,998,794,0
2024-01-19,40,39189,41821,36752,2881,6488,0,16768,0,13,5025,-1234,-4,981,283,0,-557,1278,-224,1321,0
2024-09-17,35,27240,29659,24446,829,6622,3403,17194,0,7,-1100,998,-1,486,-452,-527,999,1399,996,-932,0
2024-11-10,1,24165,25496,21940,515,6622,0,17194,0,12,1254,2002,488,827,-282,-437,648,1397,0,787,0
2024-08-11,38,24024,25515,22075,1715,6563,2084,17193,0,6,3140,1361,992,-985,400,22,443,1397,997,0,0
2024-01-10,3,26983,34596,24743,1813,6488,0,16746,0,899,1479,-1797,-4,-1014,-275,0,-966,-566,-710,-782,0
2024-03-17,21,26244,27837,23656,1487,6562,2237,17065,0,12,1341,1999,992,1003,-450,-531,999,1399,996,778,0
2024-02-20,21,32435,33806,30555,3840,6562,2003,16917,0,14,5451,863,326,235,-444,-313,231,1264,44,604,0
2024-02-08,47,25356,28595,24042,3872,6562,0,16863,0,792,5745,2001,-4,-102,-406,-490,996,-284,996,-561,0
2024-01-09,48,26668,33982,24272,1921,6488,0,16746,0,742,1092,-1936,-4,-744,-110,-197,-1011,-472,-695,-803,0
2024-06-07,31,20366,22829,18961,3404,6562,6404,17193,0,617,3163,1689,878,-367,-451,-528,188,507,997,633,0
2024-09-20,13,21639,24711,19817,1200,6622,0,17196,0,58,513,990,-1,-1025,-182,-219,385,1397,997,-1087,0
2024-03-04,40,36645,37418,34044,3291,6562,0,16998,0,14,4620,420,250,0,-56,0,-103,1397,22,1398,0
2024-09-20,6,18924,21002,17344,1058,6622,0,17196,0,677,-101,998,-2,1028,-402,-497,998,1399,997,989,0
2024-11-23,17,27707,28562,25941,5590,6622,1,17194,0,247,4165,125,722,-8,87,93,142,1397,0,880,0
2024-06-03,22,25677,27170,23835,1582,6562,5216,17193,0,14,2458,1214,991,572,-452,-527,42,1397,992,999,0
2024-06-20,39,27887,30769,25524,666,6562,1929,17193,0,7,1369,1983,986,-1015,-293,-263,-804,1399,995,0,0
2024-05-01,35,29855,31205,27013,823,6562,2349,17193,0,5,-185,1004,991,460,-318,-527,999,1399,996,1418,0
2024-01-26,26,29079,30261,26600,3808,6488,6579,16784,0,9,4527,1959,-3,1053,-334,-236,967,1397,998,960,0
2024-09-30,36,33990,35160,31097,2503,6622,277,17194,0,6,744,999,-1,1043,-132,-531,999,1397,0,1425,0
2024-02-11,35,35650,36849,32432,1339,6562,0,16871,0,12,684,1999,-4,0,-372,-211,1017,1398,997,772,0
2024-04-21,1,22899,24696,20664,572,6562,0,17143,0,12,-1363,1004,992,773,-451,-528,999,1399,996,-306,0
2024-06-23,3,18703,20743,17533,1088,6562,0,17193,0,331,1732,2006,992,-430,-252,-527,97,1399,996,794,0
2024-08-30,43,26988,28024,24465,674,6622,0,16396,0,9,715,1434,217,162,0,-527,135,1399,419,634,0
2024-03-25,33,33664,36285,30506,1934,6562,1252,17084,0,2,738,1999,992,-352,-413,-530,1017,765,997,-724,0
2024-05-13,3,19214,20960,17574,884,6562,0,17193,0,335,1335,1006,-4,510,-380,-527,657,1399,998,975,0
2024-08-27,42,27700,31510,25612,1668,6622,0,17193,0,8,1975,1560,341,-937,-250,-527,-568,1399,168,-1020,0
2024-01-30,27,35737,37330,32642,1357,6488,2433,16791,0,7,2472,1655,-4,119,-451,-531,370,1397,669,840,0
2024-09-30,38,33671,35132,30864,2503,6622,0,17194,0,6,898,886,-1,1038,-424,-530,999,1397,0,1425,0
2024-03-11,28,37009,38602,33507,809,6562,1532,17015,0,12,-534,2000,992,1004,-450,-531,999,1398,997,658,0
2024-02-17,33,29597,32413,27467,2806,6562,108,16887,0,11,4601,2001,-4,-1068,-279,-55,247,623,996,-799,0
2024-02-05,4,20182,23795,18802,4291,6562,0,16855,0,950,5150,-1369,-4,665,285,-147,-251,-292,297,0,0
2024-01-20,21,32930,34038,31043,4304,6488,1143,16769,0,8,4217,-365,-3,1002,-68,-64,272,1397,205,745,0
2024-10-23,28,28480,29075,26283,2157,6622,4829,17194,0,10,2695,1001,-1,990,-84,0,1019,0,0,983,0
2024-03-01,15,31650,33249,28798,2237,6562,70,16994,0,17,118,2001,-1,352,-450,-531,270,1399,942,1408,0
2024-03-16,48,22432,24991,20839,2514,6562,0,17065,0,845,3913,1525,742,-104,-450,-531,-29,1069,549,1390,0
2024-10-24,11,19793,23331,19004,3150,6622,0,17194,0,826,4077,910,-1,-1014,400,504,-104,0,0,-1093,0
2024-06-21,27,20712,22589,18647,2386,6562,9840,17193,0,7,3429,1989,990,-420,-383,-324,-243,1397,995,0,0
2024-11-10,15,22826,25122,20838,722,6622,0,17194,0,43,1439,1744,350,-391,-451,-466,-88,1397,0,-257,0
2024-12-01,15,21826,24110,20232,3533,6622,0,17194,0,439,3686,1052,142,-541,-364,0,-132,698,0,-208,0
2024-08-19,27,24985,26520,22924,3173,6622,3844,17193,0,79,2620,1800,990,1003,-275,-320,750,1397,952,-361,0
2024-03-18,33,30419,32370,28385,2578,6562,1505,17067,0,6,5527,996,992,-992,400,420,942,659,998,-353,0
2024-03-12,18,35236,35998,32147,2165,6562,522,17019,0,12,1133,1848,894,414,-89,-61,401,1316,770,0,0
2024-02-25,17,26953,27717,24411,763,6562,1438,16928,0,8,-661,1990,988,820,-156,0,985,1399,996,1300,0
2024-03-03,2,26116,27586,24238,1230,6562,0,16995,0,15,2962,1866,992,940,-452,-403,508,1399,991,799,0
2024-10-23,24,29945,30783,27654,1944,6622,4643,17194,0,8,1889,1000,-1,996,-309,-20,1019,0,0,985,0
2024-02-06,42,33427,35020,30325,1639,6562,0,16857,0,8,1121,1999,-4,1053,-450,-531,1019,1399,997,0,0
2024-08-21,28,22772,25400,21218,3974,6622,5206,17193,0,417,3161,-438,-37,777,-451,-528,837,881,779,-257,0
2024-08-20,20,24772,26147,22822,2938,6622,4545,17193,0,11,2021,1962,964,901,-451,-413,1019,1397,565,987,0
2024-07-06,47,20864,22870,19084,1184,6562,0,17193,0,475,-103,1992,986,0,-387,-527,801,1399,995,-117,0
2024-05-30,26,24460,25441,22582,3236,6562,5183,17193,0,7,2706,1506,992,746,-333,-141,223,1397,997,641,0
2024-04-14,6,18735,22137,17698,2604,6562,0,17104,0,975,4276,-57,12,-499,-330,-531,-265,-245,678,0,0
2024-05-13,14,21619,23008,19645,1165,6562,858,17193,0,16,1264,1005,-4,-848,22,-21,940,1397,997,962,0
2024-06-03,24,26097,27591,24374,1657,6562,5229,17193,0,15,2645,1393,991,1003,-452,-527,45,1397,822,1412,0
2024-05-08,10,19889,23226,17951,428,6562,0,17193,0,125,-829,1005,991,-836,-250,-528,918,1375,995,-1098,0
2024-07-30,30,21342,22835,19498,1100,6563,9471,17193,0,14,1278,1258,992,1,-452,-527,999,1398,997,992,0
2024-09-12,1,20770,23464,19391,2171,6622,0,16396,0,11,2811,999,-1,-844,-371,-486,324,1398,996,-481,0
2024-09-15,28,22016,23117,20219,2049,6622,4140,16399,0,8,2423,999,-1,1045,-438,-154,1019,1399,997,989,0
2024-10-25,10,20327,21376,18462,1039,6622,0,17194,0,106,1221,2004,-1,831,-283,-159,950,0,0,878,0
2024-11-04,22,35317,36911,32021,491,6622,967,17194,0,10,-576,1975,-1,757,-452,-531,727,1397,0,338,0
2024-07-25,38,28125,29240,25827,1553,6563,1057,17193,0,8,1022,1259,991,0,0,0,-38,1398,998,-569,0
2024-09-10,6,16871,21593,16499,3247,6622,0,16396,0,880,3753,745,-1,-1060,-299,-116,-931,380,-935,942,0
2024-01-28,7,20943,24650,19877,3306,6488,0,16785,0,1455,6140,578,-4,-1037,399,504,-284,-327,21,32,0
2024-09-09,6,16987,19707,15889,2084,6622,0,16396,0,543,2633,2006,-1,-860,-301,0,487,1397,997,-515,0
2024-09-02,36,30828,34009,28177,1006,6622,1017,16396,0,14,2069,1521,560,-937,-452,-186,190,1397,110,-1092,0
2024-09-28,10,19530,21634,17883,1095,6622,0,17194,0,691,1146,612,-1,877,-382,-530,993,1398,0,949,0
2024-03-27,42,33097,35027,30088,1844,6562,0,17092,0,11,2081,1998,992,857,-450,-531,1019,1397,996,-338,0
2024-03-16,44,26617,27802,24874,2765,6562,0,17065,0,12,3811,1604,802,165,-450,-123,278,1397,812,1371,0
2024-08-12,12,17648,22856,16899,2800,6563,0,17193,0,916,3692,186,157,-1014,-279,-344,-1021,-1134,454,0,0
2024-01-20,19,31361,33588,29641,4319,6488,558,16769,0,10,4194,-606,-3,753,103,24,-728,1384,-280,758,0
2024-07-10,44,24488,26674,22680,1410,6562,0,17193,0,9,1419,97,81,0,-443,-246,137,1397,289,-988,0
2024-10-01,22,31045,32536,28566,2857,6622,1733,17194,0,8,2865,999,-1,882,-452,-530,1019,1397,0,1425,0
2024-04-30,41,29769,31217,27433,1693,6562,11,17143,0,10,1528,1004,992,0,-410,-528,965,1399,996,1418,0
2024-05-13,46,23552,25749,21514,1570,6562,0,17193,0,12,1569,987,-4,-749,-405,-527,260,1399,998,1420,0
2024-04-08,45,26540,27047,24028,1507,6562,0,17104,0,7,-1015,1005,992,103,254,0,428,1399,997,562,0
2024-01-29,3,23985,26176,21913,1222,6488,0,16788,0,632,2661,2002,-4,502,-425,-530,999,1377,998,778,0
2024-08-08,28,26144,27632,23635,2625,6563,3004,17193,0,9,593,1504,992,0,-452,-527,1019,1397,901,0,0
2024-07-17,14,22570,23909,20677,515,6562,1186,17193,0,13,177,1002,488,0,-452,-374,2,1398,616,1064,0
2024-02-24,47,26814,28327,24310,303,6562,0,16927,0,10,-924,2000,992,1043,-450,-453,999,1399,996,1242,0
2024-05-16,1,21606,23731,19643,422,6562,0,17193,0,11,-156,1004,991,-787,-451,-376,739,1399,994,1423,0
2024-06-08,13,17499,20050,16400,1957,6562,561,17193,0,139,2753,1827,983,-979,-248,-527,-158,111,997,163,0
2024-09-21,27,21820,23270,19437,1605,6622,5969,17197,0,8,157,998,-1,1052,-418,-523,1019,1398,996,694,0
2024-11-19,47,27030,28552,24735,2665,6622,0,17194,0,7,1820,1052,958,822,-384,-531,931,1398,0,826,0
2024-09-27,8,17621,20918,16374,3722,6622,0,17194,0,705,3833,-226,-1,-729,-171,-182,0,-88,0,-695,0
2024-05-09,12,20193,23451,18602,814,6562,43,17193,0,27,1521,1006,991,-1015,-249,-446,921,1398,995,-1021,0
2024-08-01,3,21434,23481,19484,439,6563,0,17193,0,11,-50,1248,992,1,-322,-523,909,1399,997,-691,0
2024-03-08,45,28043,28655,25941,3503,6562,0,17011,0,12,4754,1416,640,849,30,0,859,1257,422,516,0
2024-02-23,3,24807,27196,23063,2256,6562,0,16927,0,1566,2065,1486,904,960,-223,0,999,1399,996,720,0
2024-06-20,30,21541,23026,19311,690,6562,9022,17193,0,6,-530,2006,991,142,-452,-527,316,1399,980,0,0
2024-06-04,20,25520,26701,23795,3141,6562,3323,17193,0,17,2515,1504,991,664,-451,-213,665,1397,997,326,0
2024-05-18,48,20817,21892,18845,495,6562,0,17193,0,7,-1250,997,992,341,-318,-250,998,1399,996,636,0
2024-04-14,33,21978,22636,20477,3335,6562,4304,17104,0,14,3655,723,836,257,-86,-58,871,1368,997,0,0
2024-04-20,27,21257,23128,18842,1051,6562,8413,17143,0,8,-1705,883,764,873,-451,-529,893,1399,947,-383,0
2024-01-29,15,32021,33671,29007,815,6488,0,16788,0,14,1137,234,-4,73,-452,-512,-68,1398,474,961,0
2024-11-09,19,30783,32372,27983,285,6622,306,17194,0,9,345,1993,163,443,-452,-528,871,1397,0,967,0
2024-07-18,28,21618,23013,19696,1691,6562,9377,17193,0,9,2050,1253,991,0,-360,-526,1019,1397,996,698,0
2024-03-12,42,33089,34428,30327,2690,6562,0,17019,0,12,2988,1860,771,837,196,0,727,910,796,-727,0
2024-02-13,18,35304,36903,32638,1985,6562,453,16877,0,15,3691,959,-3,861,-450,-531,506,511,480,862,0
2024-03-28,45,27089,28693,24637,3023,6562,0,17096,0,21,789,1975,991,1004,-452,-531,631,1399,997,795,0
2024-07-31,14,22572,25049,20427,451,6563,853,17193,0,5,-197,1258,992,0,-427,-527,933,1399,997,-1018,0
2024-03-14,6,22478,25121,20523,2112,6562,0,17026,0,1248,1102,1197,968,545,-402,-393,940,926,920,1315,0
2024-07-25,33,27183,27690,24835,1625,6563,2413,17193,0,7,630,1258,991,0,28,0,953,1398,999,866,0
2024-08-01,16,25281,26768,22893,316,6563,1219,17193,0,7,-109,779,934,0,-452,-528,338,1398,998,772,0
2024-06-06,33,22638,23943,20893,2171,6562,6242,17193,0,18,2915,1929,908,559,-337,-450,834,1397,997,527,0
2024-03-28,14,26158,28585,24326,3025,6562,523,17096,0,187,4006,1999,991,-756,-436,-277,880,1397,997,-171,0
2024-05-08,39,28691,32609,26167,896,6562,1001,17193,0,9,1241,1007,992,-1013,-249,-527,-522,1138,996,-1098,0
